epoch,train_loss,val_loss,val_acc_variety,val_acc_grade,lr,seconds
1,0.2936103780238861,0.286539944595304,0.8292682926829268,0.0,0.00029917828430524096,147.5
2,0.16163755204549737,0.5280006504043082,0.8181818181818182,0.0,0.0002967221401100708,16.8
3,0.136472935096456,2.717825301762285,0.5077605321507761,0.0,0.00029265847744427303,17.0
4,0.0753953272602909,0.2020632055716525,0.8625277161862528,0.0,0.0002870318186463901,16.6
5,0.04427789048906672,0.23427951032424282,0.9334811529933481,0.0,0.0002799038105676658,16.9
6,0.06901546445740016,0.376005637904043,0.835920177383592,0.0,0.0002713525491562421,17.7
7,0.07115593238199147,0.5046689698416419,0.8203991130820399,0.0,0.00026147172382160914,18.0
8,0.05713879960195768,0.17677799531946314,0.9068736141906873,0.0,0.00025036959095382875,18.1
9,0.0493943145514398,0.37597554066056305,0.8736141906873615,0.0,0.000238167787843871,17.9
10,0.06755670839579993,0.10890372144861211,0.9534368070953437,0.0,0.00022500000000000002,18.2
11,0.030799040365143974,0.4207450133284479,0.8226164079822617,0.0,0.0002110104964613701,18.1
12,0.019100883688403854,0.20832230724045075,0.9046563192904656,0.0,0.00019635254915624216,18.1
13,0.011676742133190463,1.066579070672414,0.7139689578713969,0.0,0.00018118675362266393,18.2
14,0.05277121603880501,0.22061199451419772,0.8957871396895787,0.0,0.0001656792694901481,19.1
15,0.024490608947244807,0.4380134369225587,0.8425720620842572,0.0,0.0001500000000000001,19.6
16,0.0209962820495231,0.2266586121049135,0.8824833702882483,0.0,0.00013432073050985205,20.0
17,0.013192137292435291,0.046853434481167355,0.9800443458980045,0.0,0.00011881324637733612,20.0
18,0.009483752820548743,0.06677460132202813,0.9778270509977827,0.0,0.00010364745084375793,19.2
19,0.004933492277316556,0.03440955518466343,0.991130820399113,0.0,8.898950353863e-05,18.8
20,0.0030806698016623145,0.026515445611982283,0.991130820399113,0.0,7.500000000000006e-05,18.6
21,0.0026721325857036763,0.02007983592929647,0.9844789356984479,0.0,6.183221215612908e-05,18.4
22,0.0036104183381155076,0.03292599072428249,0.9866962305986696,0.0,4.963040904617134e-05,18.6
23,0.0032322517489592976,0.029905939000567004,0.9866962305986696,0.0,3.85282761783909e-05,18.5
24,0.0064284289283272865,0.029078565989283923,0.9889135254988913,0.0,2.8647450843757918e-05,18.6
25,0.0023127623223287144,0.06675256751758878,0.9733924611973392,0.0,2.0096189432334208e-05,18.3
26,0.0008462562564881268,0.0638033219690583,0.9711751662971175,0.0,1.2968181353609862e-05,18.6
