epoch,train_loss,val_loss,val_acc_variety,val_acc_grade,lr,seconds
1,0.23232156907518706,0.6352568137763228,0.7405764966740577,0.0,0.00029917828430524096,65.3
2,0.05641705452492743,0.8808774960925803,0.6430155210643016,0.0,0.0002967221401100708,3.8
3,0.03913448338227516,0.9435174012751304,0.6186252771618626,0.0,0.00029265847744427303,3.6
4,0.03771801930711125,0.1829162871290464,0.9002217294900222,0.0,0.0002870318186463901,5.3
5,0.038654369774810744,0.553593251053826,0.7627494456762749,0.0,0.0002799038105676658,6.4
6,0.023076458862333588,0.1769522000104189,0.8913525498891353,0.0,0.0002713525491562421,6.3
7,0.01180560260686572,0.25193428741022217,0.8292682926829268,0.0,0.00026147172382160914,6.2
8,0.012887022207547543,0.2659975652977664,0.835920177383592,0.0,0.00025036959095382875,5.8
9,0.009356924360900215,0.3624324933874732,0.7915742793791575,0.0,0.000238167787843871,7.1
10,0.012727083234384543,0.21793462640971484,0.8647450110864745,0.0,0.00022500000000000002,6.2
11,0.020776905676801547,0.1959896442150466,0.8647450110864745,0.0,0.0002110104964613701,5.4
