epoch,train_loss,val_loss,val_acc_variety,val_acc_grade,lr,seconds
1,0.7966568966706594,0.7045403242111206,0.0,0.6635220125786163,0.00029917828430524096,151.6
2,0.5609098499019941,0.6636746644973754,0.0,0.7044025157232704,0.0002967221401100708,4.4
3,0.5204651728272438,0.5610608100891114,0.0,0.7641509433962265,0.00029265847744427303,5.2
4,0.49751948192715645,0.5609869241714478,0.0,0.7515723270440252,0.0002870318186463901,5.1
5,0.491786390542984,0.6110790848731995,0.0,0.7138364779874213,0.0002799038105676658,5.1
6,0.39307013899087906,0.5397226572036743,0.0,0.7578616352201258,0.0002713525491562421,5.1
7,0.414384030426542,0.5712770402431488,0.0,0.7641509433962265,0.00026147172382160914,5.4
8,0.3733825571835041,0.677260959148407,0.0,0.710691823899371,0.00025036959095382875,5.3
9,0.3420280596862237,0.5816023707389831,0.0,0.7735849056603774,0.000238167787843871,5.4
10,0.3138817045837641,0.5761767268180847,0.0,0.7389937106918238,0.00022500000000000002,5.4
11,0.28461385021607083,0.5795144259929657,0.0,0.7830188679245284,0.0002110104964613701,3.9
12,0.2600205639998118,0.718354856967926,0.0,0.710691823899371,0.00019635254915624216,3.9
13,0.261706222469608,0.6350900053977966,0.0,0.7578616352201258,0.00018118675362266393,5.0
14,0.2517228461802006,0.5723479509353637,0.0,0.7955974842767296,0.0001656792694901481,5.2
15,0.18492381926625967,0.6673974990844727,0.0,0.7138364779874213,0.0001500000000000001,5.2
16,0.19628617633134127,0.6224039375782013,0.0,0.8018867924528302,0.00013432073050985205,5.2
17,0.16050138200322786,0.5901289284229279,0.0,0.779874213836478,0.00011881324637733612,5.1
18,0.1460988956193129,0.6081309616565704,0.0,0.7672955974842768,0.00010364745084375793,5.1
19,0.17338062978039184,0.6170454859733582,0.0,0.7672955974842768,8.898950353863e-05,5.1
20,0.1259315957625707,0.5926182508468628,0.0,0.7830188679245284,7.500000000000006e-05,5.1
21,0.13755752301464477,0.6042413592338562,0.0,0.7767295597484277,6.183221215612908e-05,5.1
22,0.13127700860301653,0.616646921634674,0.0,0.7578616352201258,4.963040904617134e-05,5.1
23,0.10409859684295952,0.5807716131210328,0.0,0.789308176100629,3.85282761783909e-05,5.3
