epoch,train_loss,val_loss,val_acc_variety,val_acc_grade,lr,seconds
1,0.7795426704550302,0.8336497917771339,0.0,0.7075471698113207,0.00029917828430524096,146.4
2,0.6930756543272285,0.7399407416582108,0.0,0.7169811320754716,0.0002967221401100708,12.0
3,0.6579987499662625,0.7361080378293992,0.0,0.6886792452830188,0.00029265847744427303,12.0
4,0.6367081586391695,0.872761245816946,0.0,0.6194968553459119,0.0002870318186463901,12.2
5,0.5984658368172184,0.7362703144550323,0.0,0.6509433962264151,0.0002799038105676658,12.3
6,0.5972985330448356,0.5966233938932419,0.0,0.720125786163522,0.0002713525491562421,12.6
7,0.5765329967903835,0.6381534606218338,0.0,0.720125786163522,0.00026147172382160914,12.8
8,0.5734400768433848,0.5911520183086395,0.0,0.7641509433962265,0.00025036959095382875,13.2
9,0.5359787593285242,0.6631368681788444,0.0,0.6949685534591195,0.000238167787843871,13.1
10,0.5725236986913989,0.5693373620510102,0.0,0.7484276729559748,0.00022500000000000002,13.3
11,0.5194535341955,0.7914958715438842,0.0,0.6509433962264151,0.0002110104964613701,13.9
12,0.5316770994855512,0.7648676380515098,0.0,0.6729559748427673,0.00019635254915624216,14.6
13,0.504979651621593,0.6256563231348992,0.0,0.7138364779874213,0.00018118675362266393,14.9
14,0.47835369135743827,0.9362277120351792,0.0,0.6477987421383647,0.0001656792694901481,14.4
15,0.4646440548922426,0.6157906919717788,0.0,0.7264150943396226,0.0001500000000000001,14.3
